40.056721, -82.386086,    422.242
40.059570, -82.380814,    207.584
40.060608, -82.385551,   1471.719
40.058510, -82.375336,    327.767
40.056030, -82.376534,    141.385
40.060555, -82.379997,    123.079
40.056259, -82.381676,    286.994
40.059971, -82.378189,    492.175
40.059528, -82.376358,    156.786
40.058743, -82.378571,    400.476
40.061199, -82.375618,    224.981
40.061016, -82.385544,   1331.294
40.061157, -82.378815,    516.415
40.057541, -82.381889,    513.020
40.061138, -82.377777,    380.607
40.060272, -82.385254,    473.883
40.058887, -82.382950,    426.598
40.057476, -82.380592,   2219.926
40.056969, -82.381958,    314.607
40.062244, -82.375763,    144.226
40.059368, -82.375687,    326.517
40.062794, -82.382423,    317.591
40.056431, -82.383026,    499.106
40.059341, -82.385239,    273.657
40.062279, -82.382904,    331.899
40.062469, -82.380745,    140.034
40.061256, -82.377335,    451.127
40.055901, -82.384644,    395.382
40.060257, -82.376106,    414.490
40.062885, -82.377747,    475.429
40.057961, -82.383408,    260.406
40.059986, -82.380188,    458.393
40.061764, -82.381348,   1307.727
40.059601, -82.381310,    307.167
40.057053, -82.382782,    181.488
40.061485, -82.379517,    133.221
40.059326, -82.379944,    502.144
40.059727, -82.377480,    476.295
40.061768, -82.378906,    183.907
40.060863, -82.383644,   1252.171
40.057735, -82.385040,    121.200
40.055977, -82.381325,    403.928
40.057491, -82.375305,    192.358
40.062088, -82.382439,   1460.823
40.060627, -82.384361,   1354.326
40.059334, -82.381630,    179.013
40.061790, -82.379333,    356.043
40.059738, -82.375099,    179.261
40.058689, -82.374779,    176.728
40.057575, -82.379593,   2390.812
40.062614, -82.380753,    170.412
40.058052, -82.383789,    371.708
40.060413, -82.384628,   1448.654
40.057545, -82.376854,    310.573
40.057228, -82.381615,    131.350
40.058815, -82.375717,    176.808
40.058701, -82.375191,    172.475
40.056442, -82.375900,    184.879
40.058380, -82.385269,    221.223
40.061348, -82.384537,   1382.123
40.058998, -82.382072,    443.578
40.060413, -82.375374,    206.099
40.062241, -82.378273,    220.050
40.059132, -82.376190,    322.382
40.061592, -82.379181,    422.337
40.062542, -82.380775,    373.095
40.061646, -82.381035,    395.592
40.062798, -82.378014,    501.766
40.057842, -82.376297,    334.970
40.056522, -82.380173,   2331.223
40.062012, -82.379456,    296.015
40.061962, -82.377693,    406.257
40.060806, -82.376877,    416.686
40.062080, -82.385872,   1409.995
40.056248, -82.380760,   2570.738
40.060528, -82.380463,    392.820
40.062298, -82.383797,    466.353
40.059650, -82.375854,    175.678
40.062813, -82.380913,    206.213
40.058029, -82.380959,   2411.728
40.058910, -82.375954,    307.013
40.058380, -82.376808,    204.608
40.056877, -82.374596,    372.195
40.055790, -82.378998,    120.352
40.060951, -82.377197,    247.671
40.060635, -82.381287,   1472.225
40.061726, -82.383728,   1483.568
40.056458, -82.376556,    152.695
40.060257, -82.377304,    205.541
40.056362, -82.383636,    275.529
40.062515, -82.375137,    275.941
40.060703, -82.382996,   1313.614
40.061356, -82.377151,    288.984
40.057163, -82.382843,    124.526
40.062771, -82.383881,    217.622
40.056755, -82.376663,    279.257
40.057041, -82.379173,   2662.684
40.062805, -82.384277,    222.867
40.056507, -82.383400,    207.764
40.060730, -82.378792,    437.908
40.061134, -82.378082,    387.808
40.056187, -82.378807,    359.287
40.058052, -82.383476,    399.934
40.061203, -82.384735,   1410.449
40.059963, -82.379715,    251.867
40.056801, -82.378006,    184.675
40.061897, -82.380508,    445.306
40.061035, -82.379684,    246.403
40.059540, -82.384529,    244.296
40.059467, -82.379326,    292.339
40.058414, -82.383110,    277.207
40.059166, -82.380951,    275.132
40.056343, -82.382874,    267.897
40.060558, -82.383171,   1470.495
40.060963, -82.380180,    408.307
40.059059, -82.375221,    496.065
40.059055, -82.382393,    326.858
40.058640, -82.378479,    362.256
40.056854, -82.374741,    388.039
40.059635, -82.382133,    329.123
40.055893, -82.376549,    229.684
40.059666, -82.378693,    487.139
40.062675, -82.383026,    218.693
40.060715, -82.376381,    302.301
40.055943, -82.376694,    184.300
40.060814, -82.377960,    294.655
40.061127, -82.379387,    516.613
40.057770, -82.378090,    421.545
40.055817, -82.384117,    318.276
